V1,V2,V3,V4,V5,journal,month,year,URL,q,Q1,Q2_1,Q2_2,Q2_3,Q2_4,Q3,Q4,Q5,Q6_1,Q6_2,Q6_3,Q6_4,Q7,Q8_1,Q8_2,Q8_3,Q8_4,Q9_1,Q9_2,Q9_3,Q9_4,Q9_5,Q9_7,Q9_8,Q9_9,Q9_10,Q9_11,Q9_12,Q9_13,Q9_14,Q9_15,Q9_16,Q9_16_TEXT,Q9_17,Q10_1,Q10_2,Q10_3,Q10_4,Q11_1_1,Q11_1_2,Q11_1_3,Q11_1_4,Q11_1_5,Q11_1_6,Q11_2_1,Q11_2_2,Q11_2_3,Q11_2_4,Q11_2_5,Q11_2_6,Q11_3_1,Q11_3_2,Q11_3_3,Q11_3_4,Q11_3_5,Q11_3_6,Q12_1,Q12_2,Q12_3,Q12_4,Q12_5,Q12_6,Q12_6_TEXT,Q13_1,Q13_2,Q13_3,Q13_4,Q13_5,Q13_5_TEXT,Q13_6,Q14_1,Q14_2,Q14_3,Q14_4,Q14_5,Q14_6,Q14_7,Q14_8,Q14_8_TEXT,Q14_9,Q14_10,Q15_1,Q15_2,Q15_3,Q15_4,Q16,Q17,Q18_1,Q18_2,Q18_3,Q18_4,Q18_5,Q18_6,Q18_7,Q18_8,Q18_9,Q18_10,Q18_11,Q18_12,Q18_12_TEXT,Q19_1,Q19_2,Q19_3,Q19_4,Q19_5,Q19_6,Q19_7,Q19_8,Q19_9,Q19_10,Q19_11,Q19_11_TEXT,Q20_1,Q20_2,Q20_3,Q20_4,Q21,Q22,Q23,Q23_TEXT,Q24_1,Q24_2,Q24_3,Q24_4,Q25,Q26,Q27_1,Q27_2,Q27_3,Q27_4,
R_39KnPsRrSKHu7ju,Default Response Set,2011-02-01 07:56:45,2011-02-01 08:01:09,0,BMC Evol. Biol.,OCT,2010,,1,1,1,2,3,4,1,Somewhat Agree,Agree,1,2,3,4,"Yes, datasets from <b>2-4 papers</b> are publicly available on the internet",1,2,3,4,Never,Never,Never,A few times,A few times,Never,Once,Never,Once,Once,Never,Many times,Many times,A few times,Never,,Many times,1,2,3,4,,Recommends online public archiving,,,,,,,Requires online public archiving,,,,,Recommends online public archiving,,,,,ALL datasets are publicly available online,,,,,,,Journal supplementary information,,A personal or lab website,,,,,,,,,,,,,,Not applicable,,1,2,3,4,1,Disagree,.,.,.,.,.,Strongly agree,Strongly disagree,Strongly disagree,Strongly agree,Strongly agree,Neutral,Neutral,,.,.,.,.,.,.,.,.,Neutral,Strongly agree,Neutral,,1,2,3,4,Agree,Strongly Agree,non-tenured faculty,,1,2,3,4,,,,,,,
R_bP02Hwp4RS2svYg,Default Response Set,2011-02-01 07:48:26,2011-02-01 08:02:44,1,ISME J.,OCT,2010,,1,1,1,2,3,4,1,Strongly Agree,Somewhat Agree,1,2,3,4,"Yes, datasets from <b>5 or more papers</b> are publicly available on the internet",1,2,3,4,A few times,Once,Once,A few times,A few times,Never,Never,A few times,A few times,A few times,Never,Many times,Many times,A few times,,,A few times,1,2,3,4,,,,,,I don't know,,,,,,I don't know,,,,,,I don't know,,,NONE of the datasets are publicly available online,,,,,,,,,,,Not applicable,,,We plan to share the dataset upon request,,,,,,,,,1,2,3,4,1,Somewhat Agree,Strongly disagree,Strongly disagree,Strongly disagree,Strongly disagree,Neutral,Neutral,Strongly disagree,Strongly disagree,.,.,Strongly disagree,,,.,Neutral,Neutral,.,.,Neutral,Neutral,.,.,.,,,1,2,3,4,Neutral,Neutral,tenured faculty,,1,2,3,4, ,1,1,2,3,4,
R_6mmap5EL5wAnEVu,Default Response Set,2011-02-01 07:46:43,2011-02-01 08:02:53,1,Plant J.,OCT,2010,,1,1,1,2,3,4,1,Strongly Agree,Somewhat Agree,1,2,3,4,"Yes, a dataset from <b>one paper</b> is publicly available on the internet",1,2,3,4,A few times,A few times,A few times,Many times,,,Once,Never,Once,Once,Never,Never,A few times,Once,,,Never,1,2,3,4,,,,,,I don't know,,Recommends online public archiving,,,,,,Recommends online public archiving,,,,,,,,,,Other (please specify),"Like many of my papers, this work did not involve large datasets that are approriate for online use - all of the data are within the body of the paper apart from a few raw numbers. Further data examples and materials are online",Journal supplementary information,,,,,,,,,We plan to share the dataset upon request,,,,,,,,,1,2,3,4,1,Disagree,Neutral,.,Strongly disagree,.,Strongly disagree,.,Strongly disagree,Strongly disagree,.,.,Strongly disagree,,,.,.,Neutral,Strongly disagree,.,Neutral,Neutral,.,.,.,,,1,2,3,4,Agree,Disagree,research staff,,1,2,3,4,"In most of my paper, the entire dataset is contained within the body of the paper. There isn't an option for this on most questions. I try to share all of my data whenever I can, but this doesn't come across in my answers to some of your questions.   / Other things you might ask about / Sharing of materials / Journal policies about submitting information to databases eg Tair: some journals more or less insist",1,1,2,3,4,
R_0PxB51ecEFn8Lt2,Default Response Set,2011-02-01 07:53:27,2011-02-01 08:03:12,0,Mol. Ecol.,OCT,2010,,1,1,1,2,3,4,1,Agree,Somewhat Agree,1,2,3,4,"Yes, a dataset from <b>one paper</b> is publicly available on the internet",1,2,3,4,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Once,Never,,,Never,1,2,3,4,,,,,,I don't know,,,,,No policy,,,,,,No policy,,,SOME but not all of the datasets are publicly available online,,,,,,Journal supplementary information,,,,,,,,,,,,,,,,,,1,2,3,4,1,Disagree,.,.,.,.,Neutral,.,.,.,.,.,.,,,.,.,.,.,.,.,.,.,.,.,,,1,2,3,4,Somewhat Agree,Somewhat Disagree,postdoc,,1,2,3,4,,,,,,,
R_cvBKMUgERK48QiE,Default Response Set,2011-02-01 07:53:46,2011-02-01 08:03:15,1,Ecology,OCT,2010,,1,1,1,2,3,4,1,Neutral,Somewhat Agree,1,2,3,4,"No, none of my paper-related datasets are publicly available on the internet",1,2,3,4,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,,,Never,1,2,3,4,,,,,,I don't know,,,,,No policy,,,,,,No policy,,,,,,We did not collect any data for that publication,,,,,,,,,Not applicable,,,,,,,,,,Not applicable,,1,2,3,4,1,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,,,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,,,1,2,3,4,Neutral,Neutral,tenured faculty,,1,2,3,4,,1,1,2,3,4,
R_6roAsTrrPr9cxhy,Default Response Set,2011-02-01 07:51:17,2011-02-01 08:04:40,1,Biol. Conserv.,OCT,2010,,1,1,1,2,3,4,1,Agree,Agree,1,2,3,4,"No, none of my paper-related datasets are publicly available on the internet",1,2,3,4,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,,,Never,1,2,3,4,,,,,,I don't know,,,,,,I don't know,,Recommends online public archiving,,,,,,,,,We did not collect any data for that publication,,,,,,,,,Not applicable,,,,,,,,,,Not applicable,,1,2,3,4,1,Strongly Disagree,Strongly disagree,Strongly disagree,Strongly disagree,Strongly disagree,Strongly disagree,Strongly disagree,Strongly disagree,Strongly disagree,Strongly disagree,Strongly disagree,Strongly disagree,,,.,.,Strongly agree,.,Neutral,Neutral,Neutral,.,.,Strongly agree,,,1,2,3,4,Disagree,Neutral,research staff,,1,2,3,4,"You have caught me at a good time when I am just about to archive my data for ready access. Its taken a lot of time but its good to see more institutions doing this.  /  / My only concern and one that needs to be addressed is that one of the reasons underlying the sudden surge in interest for data sharing has been to allow climate change sceptics and those questioning the significance of contemporary environmental problems to re-analyze data sets by scientists. While I am all for open access of research findings, I think that it is imperative that this is not used as an excuse for those who do not do any research to hound scientists over their data sets in order to promote any kind of agenda. My research does not fall  into the realm of policy but for those scientists whose work that does, I would find it disconerting if politically-driven groups with agendas use archived data to attack scientists and to try to undermine the findings of empirical research. I have seen this quite recently in the debate on climate change, whereby climate scientists are hounded by non-active scientists and laypeople who in my opinion are trying to downplay the issue. Perhaps your questionnaire could be refined to allow for some discussion of this issue.   ",1,1,2,3,4,
R_8fdxYRmzUS1Pv8M,Default Response Set,2011-02-01 07:53:34,2011-02-01 08:04:59,0,Ecol. Appl.,OCT,2010,,1,1,1,2,3,4,1,Somewhat Agree,Disagree,1,2,3,4,"No, none of my paper-related datasets are publicly available on the internet",1,2,3,4,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,,,Never,1,2,3,4,,Recommends online public archiving,,,,,,,,,No policy,,,,,,,I don't know,,,,,,Other (please specify),Simulation data/results are available by request,,,,,,,Not applicable,,,We plan to share the dataset upon request,,,,,,,,,1,2,3,4,1,Strongly Disagree,Neutral,Neutral,Neutral,.,.,Neutral,Strongly disagree,.,.,Strongly disagree,Strongly disagree,,,.,.,.,Neutral,Neutral,Neutral,Neutral,.,Neutral,.,,,1,2,3,4,Somewhat Agree,Somewhat Agree,student,,1,2,3,4,,,,,,,
R_4Nv3oJvElgwms3q,Default Response Set,2011-02-01 07:58:28,2011-02-01 08:05:37,1,Mol. Ecol.,OCT,2010,,1,1,1,2,3,4,1,Agree,Agree,1,2,3,4,"Yes, datasets from <b>2-4 papers</b> are publicly available on the internet",1,2,3,4,Once,Never,Never,Never,Never,Never,Never,Never,Once,Never,Never,Never,A few times,Never,,,Never,1,2,3,4,,Recommends online public archiving,,,,,,,,,No policy,,,,,,No policy,,,SOME but not all of the datasets are publicly available online,,,,,,,A repository for data or research output,,,,,,,,We plan to share the dataset upon request,,,,,,,,,1,2,3,4,1,Agree,.,.,Neutral,.,Neutral,.,.,Neutral,Neutral,.,.,,,.,.,.,Neutral,Neutral,.,.,.,Neutral,.,,,1,2,3,4,Somewhat Agree,Neutral,research staff,,1,2,3,4,,1,1,2,3,4,
R_42EzY6LazhpMnbu,Default Response Set,2011-02-01 07:48:03,2011-02-01 08:06:38,0,J. Evol. Biol.,OCT,2010,,1,1,1,2,3,4,1,Somewhat Agree,Neutral,1,2,3,4,"Yes, a dataset from <b>one paper</b> is publicly available on the internet",1,2,3,4,,,,,,,,,,,,,,,,No experience ,,1,2,3,4,,Recommends online public archiving,,,,I don't know,,,,,No policy,,,,,,No policy,,ALL datasets are publicly available online,,,,,,,,A repository for data or research output,,,,,,,,,,,,,,,Not applicable,,1,2,3,4,1,Neutral,Neutral,Neutral,Neutral,Neutral,.,.,Neutral,Neutral,.,.,Neutral,,,.,.,Neutral,Neutral,Neutral,.,.,.,.,.,,,1,2,3,4,Somewhat Agree,Neutral,postdoc,,1,2,3,4,,,,,,,
R_eEwWhfDBnTUtgna,Default Response Set,2011-02-01 07:46:44,2011-02-01 08:09:29,1,Ecol. Appl.,OCT,2010,,1,1,1,2,3,4,1,Strongly Agree,Agree,1,2,3,4,"Yes, datasets from <b>2-4 papers</b> are publicly available on the internet",1,2,3,4,Once,Once,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,A few times,A few times,,,A few times,1,2,3,4,,,,,,I don't know,,,,,No policy,,,,,,No policy,,,,,,,Other (please specify),all of the data is published online as part of my dissertation ,,,,,Other (please specify),dissertation repository (UMI),,,,,,,,,,,,,1,2,3,4,1,Strongly Agree,.,.,Neutral,.,.,.,Strongly disagree,Strongly disagree,Strongly disagree,Strongly disagree,Strongly disagree,,,.,.,.,Neutral,.,.,.,.,.,.,,,1,2,3,4,Agree,Somewhat Agree,postdoc,,1,2,3,4,,1,1,2,3,4,
R_4PnTQPNA1U3AJfK,Default Response Set,2011-02-01 07:52:18,2011-02-01 08:10:51,0,Biol. J. Linnean Soc.,OCT,2010,,1,1,1,2,3,4,1,Strongly Agree,Strongly Agree,1,2,3,4,"Yes, datasets from <b>5 or more papers</b> are publicly available on the internet",1,2,3,4,Never,Never,Never,A few times,A few times,Once,Never,Never,Never,Never,Never,Never,A few times,Never,,,Never,1,2,3,4,,,Requires online public archiving,,,,,,,,No policy,,,,,,No policy,,ALL datasets are publicly available online,,,,,,,Journal supplementary information,,,,,,,,,We plan to share the dataset upon request,,,,,,,,,1,2,3,4,1,Disagree,.,.,Strongly disagree,Strongly disagree,Strongly disagree,Strongly disagree,Strongly disagree,Neutral,.,.,Strongly disagree,,,.,Strongly agree,Neutral,Strongly disagree,Strongly disagree,Strongly agree,Strongly agree,.,.,.,,,1,2,3,4,Agree,Neutral,tenured faculty,,1,2,3,4,,,,,,,
R_5Bdzf4LWBG6o1hi,Default Response Set,2011-02-01 08:09:55,2011-02-01 08:12:49,1,J. Biogeogr.,OCT,2010,,1,1,1,2,3,4,1,Agree,Agree,1,2,3,4,"Yes, datasets from <b>5 or more papers</b> are publicly available on the internet",1,2,3,4,A few times,A few times,Never,A few times,Never,A few times,A few times,Never,Never,Never,Never,Never,Many times,A few times,Never,,A few times,1,2,3,4,,Recommends online public archiving,,,,,,Recommends online public archiving,,,,,,Recommends online public archiving,,,,,ALL datasets are publicly available online,,,,,,,Journal supplementary information,,A personal or lab website,,,,,,,,,,,,,,Not applicable,,1,2,3,4,1,Strongly Disagree,.,.,Neutral,.,.,.,.,.,.,.,.,Neutral,,.,.,.,.,.,.,.,.,.,.,Neutral,,1,2,3,4,Strongly Agree,Somewhat Agree,non-tenured faculty,,1,2,3,4,,1,1,2,3,4,
R_8jKTJ2uMcmSBSao,Default Response Set,2011-02-01 08:05:29,2011-02-01 08:13:40,1,Mol. Biol. Evol.,OCT,2010,,1,1,1,2,3,4,1,Strongly Agree,Agree,1,2,3,4,I'm not sure if any of my papers have publicly available datasets,1,2,3,4,Once,Once,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,,,Never,1,2,3,4,,,Requires online public archiving,,,,,,Requires online public archiving,,,,,,,,,I don't know,,,,,We did not collect any data for that publication,,,,,,,,,Not applicable,,,,,,,,,,Not applicable,,1,2,3,4,1,Disagree,.,.,Neutral,.,.,.,Neutral,Neutral,.,Neutral,Neutral,,,.,.,.,Neutral,Neutral,Neutral,Neutral,.,.,.,,,1,2,3,4,Strongly Agree,Somewhat Agree,postdoc,,1,2,3,4,,1,1,2,3,4,
R_bjQo7qIgjfhdBYM,Default Response Set,2011-02-01 07:52:26,2011-02-01 08:14:47,1,J. Biogeogr.,OCT,2010,,1,1,1,2,3,4,1,Agree,Somewhat Agree,1,2,3,4,"Yes, datasets from <b>2-4 papers</b> are publicly available on the internet",1,2,3,4,Never,Never,Never,A few times,Never,Never,Never,Never,Never,Never,Never,Never,Many times,Once,Never,,Never,1,2,3,4,,Recommends online public archiving,,,,,,,,,No policy,,,,,,No policy,,,SOME but not all of the datasets are publicly available online,,,,,,Journal supplementary information,A repository for data or research output,,,,,,,,We plan to share the dataset upon request,,,,,,,,,1,2,3,4,1,Strongly Disagree,Neutral,.,Strongly disagree,Strongly disagree,.,.,Strongly disagree,Strongly disagree,.,.,Strongly disagree,,,Neutral,.,.,Strongly disagree,.,Strongly agree,Strongly agree,Strongly agree,Neutral,Strongly agree,,,1,2,3,4,Strongly Agree,Somewhat Agree,tenured faculty,,1,2,3,4,"In my area it is obligatory to deposit molecular data (DNA sequences). However, depositing other data (morphological etc,) is optional.  ",1,1,2,3,4,
R_cA5fbY3HYdShd3K,Default Response Set,2011-02-01 08:03:04,2011-02-01 08:14:54,1,PLoS. Biol.,OCT,2010,,1,1,1,2,3,4,1,Disagree,Disagree,1,2,3,4,"No, none of my paper-related datasets are publicly available on the internet",1,2,3,4,,,,,,,,,,,,,,,,"we don't share data other than that published. An exception would be details about methods, but that's not data.",,1,2,3,4,,,,,,I don't know,,,,,,I don't know,,,,,,I don't know,,,,,,Other (please specify),"Again, there are no data available other than that in the paper.",,,,,,,Not applicable,,,,,,,,,,Not applicable,,1,2,3,4,1,Strongly Agree,Neutral,.,Neutral,.,Neutral,.,Strongly agree,Strongly agree,Strongly agree,Strongly agree,.,,,Neutral,Neutral,Neutral,Neutral,Neutral,Strongly disagree,.,.,.,.,,,1,2,3,4,Neutral,Strongly Disagree,tenured faculty,,1,2,3,4,"We perform basic biomedical research. I'm not really sure what you consider a ""dataset"". But if it means the hundreds of FACS scans, gels, in vitro assays, in vivo assays, etc. that we perform for each publication, then making these available is ridiculous. If you mean making making high throughput non-hypothesis -driven data, like microarrays, available, that makes more sense.",1,1,2,3,4,
R_77G0kZdxQHupw8I,Default Response Set,2011-02-01 07:54:50,2011-02-01 08:15:10,1,Biol. J. Linnean Soc.,OCT,2010,,1,1,1,2,3,4,1,Somewhat Agree,Disagree,1,2,3,4,I'm not sure if any of my papers have publicly available datasets,1,2,3,4,A few times,A few times,Never,A few times,A few times,Never,Never,Never,Never,Never,Never,Never,Never,A few times,,,A few times,1,2,3,4,Forbids online public archiving,,,,,,Forbids online public archiving,,,,,,Forbids online public archiving,,,,,,,,,I don't know,,,,Journal supplementary information,,,,,,,,,,,,,,,,Not applicable,,1,2,3,4,1,Somewhat Disagree,Neutral,Neutral,Neutral,Neutral,Neutral,.,Neutral,Neutral,.,.,.,,,.,Neutral,.,Neutral,Neutral,.,.,.,.,.,,,1,2,3,4,Agree,Somewhat Agree,research staff,,1,2,3,4,"A decisive aspect of the whole issue was missed: If it takes a lot of time and/or funds and/or skills and/or prior knowledge to collect a certain data set, sharing it with the public may immediately 'catapult' other researchers into a position to do their own research although they did nothing to collect the data.",1,1,2,3,4,
R_6PPFdm5ccE8UFCY,Default Response Set,2011-02-01 08:02:49,2011-02-01 08:15:15,1,Proc. R. Soc. B-Biol. Sci.,OCT,2010,,1,1,1,2,3,4,1,Disagree,Disagree,1,2,3,4,"No, none of my paper-related datasets are publicly available on the internet",1,2,3,4,,,,,,,,,,,,,,,,,,1,2,3,4,,,,,,I don't know,,,,,,I don't know,Forbids online public archiving,,,,,,,,NONE of the datasets are publicly available online,,,,,,,,,,,Not applicable,,,,We hadn't considered publicly archiving the dataset,,,,,,,,1,2,3,4,1,Somewhat Agree,Neutral,.,.,.,.,.,.,.,.,.,Neutral,,,.,.,.,Neutral,Neutral,Neutral,Neutral,.,.,Neutral,,,1,2,3,4,Disagree,Neutral,Other (please specify),Professor,1,2,3,4,An interesting aspect of research that I have not given a lot of consideration previously.,1,1,2,3,4,
R_20qtB16QJFTmBP6,Default Response Set,2011-02-01 08:16:35,2011-02-01 08:19:09,0,Plant J.,OCT,2010,,1,1,1,2,3,4,1,Strongly Agree,Agree,1,2,3,4,"Yes, a dataset from <b>one paper</b> is publicly available on the internet",1,2,3,4,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Once,Once,Never,,,Never,1,2,3,4,,Recommends online public archiving,,,,,,,Requires online public archiving,,,,,,,,,I don't know,,,NONE of the datasets are publicly available online,,,,,,,,,,,Not applicable,,,,,,,,,,,,1,2,3,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
R_eX0UKjWPKobHqJK,Default Response Set,2011-02-01 08:11:23,2011-02-01 08:20:11,1,Funct. Ecol.,OCT,2010,,1,1,1,2,3,4,1,Agree,Somewhat Agree,1,2,3,4,"Yes, datasets from <b>5 or more papers</b> are publicly available on the internet",1,2,3,4,A few times,Once,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Once,Never,,,Never,1,2,3,4,,,,,,I don't know,,,Requires online public archiving,,,,,Recommends online public archiving,,,,,,SOME but not all of the datasets are publicly available online,,,,,,,,A personal or lab website,,,,,,,We plan to share the dataset upon request,,,,,,,,,1,2,3,4,1,Disagree,.,.,.,.,.,.,Strongly disagree,Strongly disagree,.,.,Strongly disagree,,,.,.,.,Strongly disagree,.,.,Neutral,.,.,.,,,1,2,3,4,Somewhat Disagree,Somewhat Agree,tenured faculty,,1,2,3,4,,1,1,2,3,4,
R_b1TOMxadJNVpXXS,Default Response Set,2011-02-01 08:10:51,2011-02-01 08:20:31,0,Evolution,OCT,2010,,1,1,1,2,3,4,1,Agree,Disagree,1,2,3,4,"No, none of my paper-related datasets are publicly available on the internet",1,2,3,4,A few times,Once,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,A few times,A few times,I learned new things about my data,Never,1,2,3,4,,,,,,I don't know,,,,,,I don't know,,,,,,I don't know,,,NONE of the datasets are publicly available online,,,,,,,,,,,Not applicable,,,We plan to share the dataset upon request,,,,,,,,,1,2,3,4,1,Disagree,.,.,.,.,Strongly disagree,.,Strongly disagree,Strongly disagree,.,.,Strongly disagree,,,.,.,.,Neutral,Neutral,.,.,.,.,.,,,1,2,3,4,Disagree,Disagree,postdoc,,1,2,3,4,,,,,,,
R_bOeYQQAOTjZJkQA,Default Response Set,2011-02-01 08:27:22,2011-02-01 08:28:55,0,Behav. Ecol. Sociobiol.,OCT,2010,,1,1,1,2,3,4,1,Somewhat Agree,Somewhat Disagree,1,2,3,4,"Yes, datasets from <b>2-4 papers</b> are publicly available on the internet",1,2,3,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
R_1GkC5euYh73k3R2,Default Response Set,2011-02-01 08:10:43,2011-02-01 08:31:19,0,Faseb J.,OCT,2010,,1,1,1,2,3,4,1,Somewhat Agree,Somewhat Disagree,1,2,3,4,"Yes, datasets from <b>5 or more papers</b> are publicly available on the internet",1,2,3,4,Many times,Many times,Many times,Many times,A few times,Once,A few times,A few times,Once,Never,Never,Never,A few times,Once,,,Never,1,2,3,4,,Recommends online public archiving,,,,,,Recommends online public archiving,,,,,,,Requires online public archiving,,,,ALL datasets are publicly available online,,,,,,,,,,,Other (please specify),University Website(Orbi),,,,,,,,,,,,,1,2,3,4,1,Agree,Strongly disagree,.,.,.,.,.,Strongly disagree,Strongly disagree,Strongly disagree,Strongly disagree,Strongly disagree,,,.,.,Neutral,Neutral,.,.,.,.,.,Strongly agree,,,1,2,3,4,Strongly Agree,Agree,tenured faculty,,1,2,3,4,,,,,,,
R_4HgxVJJtp7Dv7dW,Default Response Set,2011-02-01 08:38:46,2011-02-01 08:45:00,1,BMC Evol. Biol.,OCT,2010,,1,1,1,2,3,4,1,Somewhat Agree,Somewhat Disagree,1,2,3,4,"No, none of my paper-related datasets are publicly available on the internet",1,2,3,4,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,,,Never,1,2,3,4,,Recommends online public archiving,,,,,,,,,,I don't know,,,,,,I don't know,,,NONE of the datasets are publicly available online,,,,,,,,,,,,,,We plan to share the dataset upon request,We hadn't considered publicly archiving the dataset,,,,,,,,1,2,3,4,1,Disagree,.,.,.,.,.,.,.,.,.,.,.,,,.,.,.,Neutral,.,Neutral,Neutral,.,.,.,,,1,2,3,4,Disagree,Somewhat Agree,student,,1,2,3,4,"I believe in the practice of data sharing, but I have so far received no training in how to do it. ",1,1,2,3,4,
