"","ResponseID","StartDate","EndDate","Finished","journal","month","year","URL","q","Q1","Q2_1","Q2_2","Q2_3","Q2_4","Q3","Q4","Q5","Q6_1","Q6_2","Q6_3","Q6_4","Q7","Q8_1","Q8_2","Q8_3","Q8_4","Q9_1","Q9_2","Q9_3","Q9_4","Q9_5","Q9_7","Q9_8","Q9_9","Q9_10","Q9_11","Q9_12","Q9_13","Q9_14","Q9_15","Q9_16","Q9_17","Q10_1","Q10_2","Q10_3","Q10_4","Q12_1","Q12_2","Q12_3","Q12_4","Q12_5","Q12_6","Q13_1","Q13_2","Q13_3","Q13_4","Q13_5","Q13_6","Q14_1","Q14_2","Q14_3","Q14_4","Q14_5","Q14_6","Q14_7","Q14_8","Q14_9","Q14_10","Q15_1","Q15_2","Q15_3","Q15_4","Q16","Q17","Q18_1","Q18_2","Q18_3","Q18_4","Q18_5","Q18_6","Q18_7","Q18_8","Q18_9","Q18_10","Q18_11","Q18_12","Q19_1","Q19_2","Q19_3","Q19_4","Q19_5","Q19_6","Q19_7","Q19_8","Q19_9","Q19_10","Q19_11","Q19_11_TEXT","Q20_1","Q20_2","Q20_3","Q20_4","Q21","Q22","Q23","Q23_TEXT","Q24_1","Q24_2","Q24_3","Q24_4","Q26","Q27_1","Q27_2","Q27_3","Q27_4","X","Q11_1","Q11_2","Q11_3"
"3739","R_abJV3vuNRT1Ed5r","2014-03-03 00:16:37","2014-03-03 00:23:46","0","Mol. Biol. Evol.","OCT","2013","","1","1","1","2","3","4","1","Agree","Agree","1","2","3","4","2-4 papers","1","2","3","4","Never","Never","Never","Never","Never","Never","Never","Never","Never","Never","Never","Never","A few times","Never",NA,"Never","1","2","3","4","ALL datasets are publicly available online","","","","","","Journal supplementary information","A repository for data or research output","","","","","","","","","","","","","","","1","2","3","4","1","Disagree",NA,NA,NA,NA,NA,NA,"Strongly Disagree","Strongly Disagree",NA,NA,"Neutral",NA,"Neutral","Neutral",NA,NA,NA,NA,NA,"Neutral","Neutral",NA,"","","1","2","3","4","Agree","Neutral","postdoc","","1","2","3","4","","","","","",NA,"Requires online public archiving","No policy","No policy"
"3740","R_0MKOCKkFtpeHdEF","2014-03-03 00:16:14","2014-03-03 00:24:46","0","Oikos","MAY","2013","","1","1","1","2","3","4","1","Somewhat Agree","Somewhat Agree","1","2","3","4","1 paper","1","2","3","4","Never","Never","Never","Never","Never","Never","Never","Never","Never","Never","Never","Never","Never","Never",NA,"Never","1","2","3","4","","","NONE of the datasets are publicly available online","","","","","","","","","","","","","We hadn't considered publicly archiving the dataset","","","","","","","1","2","3","4","1","Somewhat Disagree",NA,NA,NA,NA,NA,NA,NA,NA,"Strongly Agree",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","","1","2","3","4","Somewhat Agree","Neutral","research staff","","1","2","3","4","","","","","",NA,"I don't know","I don't know","I don't know"
"3741","R_eWGRavMokAwVVvn","2014-03-03 00:29:07","2014-03-03 00:34:40","0","Biol. J. Linnean Soc.","JUN","2013","","1","1","1","2","3","4","1","Agree","Somewhat Agree","1","2","3","4","None","1","2","3","4","Once","Once","A few times",NA,NA,NA,NA,NA,NA,NA,NA,NA,"A few times",NA,NA,NA,"1","2","3","4","","","","I don't know","","","","A repository for data or research output","","The entire dataset is in the body of the paper","","","","","We plan to share the dataset upon request","","","We wanted to publicly archive the data but were not able to, due to resource limitations","","","","","1","2","3","4","1","Neutral",NA,NA,"Neutral",NA,"Neutral",NA,NA,NA,NA,NA,NA,NA,"Strongly Agree","Strongly Agree","Strongly Agree","Strongly Agree","Strongly Agree",NA,NA,NA,NA,NA,"","","1","2","3","4","Somewhat Agree","Agree","non-tenured faculty","","1","2","3","4","","","","","",NA,"Recommends online public archiving","No policy","No policy"
"3742","R_1UhRcN15vgmHkDH","2014-03-03 00:34:07","2014-03-03 00:34:43","0","FEBS Lett.","OCT","2013","","1","1","1","2","3","4","",NA,NA,"","","","",NA,"","","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","","","","","",NA,NA,"","","","","","","","","","","",NA,"","",""
"3743","R_9SOGIEyloeV2Jy5","2014-03-03 00:27:56","2014-03-03 00:35:34","0","Evol. Appl.","APR","2013","","1","1","","","","","1","Somewhat Agree","Somewhat Disagree","","","","","2-4 papers","","","","","Never","Never","Never","Never","Never","Never","Never","Never","Never","Never","Never","Never","Never","A few times",NA,"A few times","","","","","ALL datasets are publicly available online","","","","","","","A repository for data or research output","","","","","","","","","","","","","","","","","","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","","","","","",NA,NA,"","","","","","","","","","","",NA,"Requires online public archiving","I don't know","I don't know"
"3744","R_cJghokSpdzAH9fD","2014-03-03 00:27:21","2014-03-03 00:39:22","0","Ecol. Monogr.","AUG","2013","","1","1","1","2","3","4","1","Disagree","Disagree","1","2","3","4","2-4 papers","1","2","3","4","Never","Never","Never","Never",NA,"Never",NA,NA,NA,NA,NA,"Never","A few times","Never",NA,"Never","1","2","3","4","","SOME but not all of the datasets are publicly available online","","","","","","A repository for data or research output","","","","","","","","","","","","Other (please specify)","","","1","2","3","4","1","Agree",NA,NA,"Neutral",NA,NA,"Neutral",NA,NA,NA,NA,"Neutral",NA,"Strongly Agree",NA,NA,NA,"Neutral",NA,NA,NA,NA,NA,"","","1","2","3","4","Somewhat Agree","Agree","tenured faculty","","1","2","3","4","","","","","",NA,"Requires online public archiving","No policy","No policy"
"3745","R_2cpZdedrL5B2xbD","2014-03-03 00:43:16","2014-03-03 00:43:25","0","Anim. Behav.","JUN","2013","","1","1","1","2","3","4","",NA,NA,"","","","",NA,"","","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","","","","","",NA,NA,"","","","","","","","","","","",NA,"","",""
"3746","R_cCmyZyKrQmphyg5","2014-03-03 00:37:27","2014-03-03 00:48:24","0","Genetics","APR","2013","","1","1","1","2","3","4","1","Agree","Somewhat Agree","1","2","3","4","No papers with own data","1","2","3","4","Never","Never","Never","Never","Never","Never","Never","Never","Never","Never","Never","Never","Never","Never",NA,"Never","1","2","3","4","ALL datasets are publicly available online","","","","","","Journal supplementary information","","","The entire dataset is in the body of the paper","","","","","","","","","","","Not applicable","","1","2","3","4","1","Disagree",NA,NA,"Neutral","Neutral",NA,"Neutral",NA,"Neutral",NA,"Neutral",NA,NA,NA,NA,NA,NA,NA,"Neutral","Neutral","Neutral","Neutral",NA,"","","1","2","3","4","Agree","Neutral","non-tenured faculty","","1","2","3","4","","","","","",NA,"I don't know","I don't know","I don't know"
"3747","R_a9tHKwp7sECJoCF","2014-03-03 00:49:47","2014-03-03 00:50:12","0","New Phytol.","OCT","2013","","1","1","1","2","3","4","",NA,NA,"","","","",NA,"","","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","","","","","",NA,NA,"","","","","","","","","","","",NA,"","",""
"3748","R_6FIZZNa4ZDkMMyp","2014-03-03 00:52:36","2014-03-03 00:54:20","0","Glob. Change Biol.","NOV","2013","","1","1","1","2","3","4","1","Strongly Agree","Strongly Agree","1","2","3","4","1 paper","1","2","3","4",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","","","","","",NA,NA,"","","","","","","","","","","",NA,"","",""
"3749","R_e8SkvLAkjoB3K6h","2014-03-03 00:44:29","2014-03-03 00:55:08","0","Oecologia","NOV","2013","","1","1","1","2","3","4","1","Somewhat Disagree","Somewhat Disagree","1","2","3","4","1 paper","1","2","3","4","Never","Never","Never","Never","Never","Never","Never","Never","Never","Never","Never","Never","Once","Never","Never","Never","1","2","3","4","ALL datasets are publicly available online","","","","","","Journal supplementary information","","","","","","","","","","","","","","Not applicable","","1","2","3","4","1","Somewhat Agree",NA,NA,NA,NA,NA,NA,NA,"Neutral",NA,NA,NA,NA,NA,NA,NA,"Neutral","Neutral",NA,NA,NA,"Neutral",NA,"","","1","2","3","4","Agree","Disagree","research staff","","1","2","3","4","","","","","",NA,"Recommends online public archiving","No policy","No policy"
"3750","R_aVLaetOo88wtd3L","2014-03-03 01:04:55","2014-03-03 01:08:05","0","Biol. Conserv.","MAY","2013","","1","1","1","2","3","4","1","Strongly Agree","Neutral","1","2","3","4","None","1","2","3","4",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","","","","","",NA,NA,"","","","","","","","","","","",NA,"","",""
"3751","R_9RhlMYgHBjg32N7","2014-03-03 01:36:36","2014-03-03 01:43:20","0","Behav. Ecol.","SEP","2013","","1","1","1","2","3","4","1","Agree","Neutral","1","2","3","4","None","1","2","3","4","Never","Never","Never","Never","Never","Never","Never","Never","Never","Never","Never","Never","Never","Never",NA,"Never","1","2","3","4","","","NONE of the datasets are publicly available online","","","","","","","","","","","","We plan to share the dataset upon request","We hadn't considered publicly archiving the dataset","","","","","","","1","2","3","4","1","Somewhat Agree","Neutral",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Neutral",NA,NA,NA,NA,"Neutral","Neutral",NA,NA,NA,"Neutral","Neutral","","","1","2","3","4","Strongly Disagree","Disagree","student","","1","2","3","4","","","","","",NA,"I don't know","I don't know","I don't know"
"3752","R_8uJussuXdQVFb6d","2014-03-03 01:53:51","2014-03-03 01:53:58","0","J. Anim. Ecol.","SEP","2013","","1","1","1","2","3","4","",NA,NA,"","","","",NA,"","","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","","","","","",NA,NA,"","","","","","","","","","","",NA,"","",""
"3753","R_07CYKxUnebtMCUt","2014-03-03 01:54:18","2014-03-03 01:59:04","0","J. Anim. Ecol.","SEP","2013","","1","1","1","2","3","4","1","Somewhat Disagree","Somewhat Disagree","1","2","3","4","1 paper","1","2","3","4","Never","Never","Never","Never","Never","Never","Never","Never","Never","Never","Never","Never","Never","Never","Never","Never","1","2","3","4","ALL datasets are publicly available online","","","","","","Journal supplementary information","","","","","","","","","","","","","","Not applicable","","1","2","3","4","1","Somewhat Disagree","Strongly Agree","Strongly Agree","Strongly Disagree",NA,"Strongly Disagree",NA,"Strongly Disagree","Strongly Disagree",NA,NA,"Strongly Disagree",NA,"Strongly Agree",NA,"Strongly Agree","Neutral","Neutral","Neutral","Neutral","Strongly Agree","Strongly Agree","Strongly Agree","","","1","2","3","4","Strongly Agree","Neutral","postdoc","","1","2","3","4","","","","","",NA,"I don't know","I don't know","I don't know"
"3754","R_eQH6uYmUQkKAwXH","2014-03-03 02:11:00","2014-03-03 02:12:07","0","Oikos","DEC","2013","","1","1","1","2","3","4","1","Somewhat Agree","Disagree","1","2","3","4","1 paper","1","2","3","4",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","","","","","",NA,NA,"","","","","","","","","","","",NA,"","",""
"3755","R_6EAUd3obKu82Js9","2014-03-03 02:05:53","2014-03-03 02:14:38","0","J. Evol. Biol.","MAY","2013","","1","1","1","2","3","4","1","Somewhat Disagree","Somewhat Disagree","1","2","3","4","1 paper","1","2","3","4","Never","Never","Never","Never","Never","Never","Never","Never","Never","Never","Never","Never","Never","Never",NA,"Never","1","2","3","4","","SOME but not all of the datasets are publicly available online","","","","","","A repository for data or research output","","","","","","We plan to publicly archive the dataset in the future","We plan to share the dataset upon request","","","We wanted to publicly archive the data but were not able to, due to resource limitations","","","","","1","2","3","4","1","Disagree",NA,NA,NA,"Strongly Agree","Strongly Disagree","Strongly Disagree","Strongly Disagree","Strongly Disagree",NA,NA,NA,NA,NA,"Neutral","Neutral",NA,NA,NA,NA,NA,NA,"Neutral","","","1","2","3","4","Strongly Disagree","Somewhat Disagree","student","","1","2","3","4","","","","","",NA,"Recommends online public archiving","I don't know","I don't know"
"3756","R_5aRwajlPYFGC09T","2014-03-03 02:17:00","2014-03-03 02:21:55","0","Evolution","OCT","2013","","1","1","1","2","3","4","1","Agree","Somewhat Agree","1","2","3","4","2-4 papers","1","2","3","4","Never","Never","Never","Never","Never","Never","Never","Never","Never","Never","Never","Never","Many times","Never",NA,"Never","1","2","3","4","","","NONE of the datasets are publicly available online","","","","","A repository for data or research output","","","","","The dataset has been submitted to a repository and is currently under embargo","","","","","","","","Not applicable","","1","2","3","4","1","Disagree",NA,NA,NA,NA,NA,NA,"Strongly Disagree",NA,NA,"Neutral","Neutral",NA,NA,NA,NA,NA,NA,"Neutral","Neutral",NA,NA,"Strongly Agree","","","1","2","3","4","Somewhat Disagree","Somewhat Agree","postdoc","","1","2","3","4","","","","","",NA,"Requires online public archiving","No policy","No policy"
"3757","R_elkSJgkFdTNunwp","2014-03-03 02:58:33","2014-03-03 03:11:25","0","Mol. Biol. Evol.","DEC","2013","","1","1","1","2","3","4","1","Somewhat Agree","Somewhat Disagree","1","2","3","4","1 paper","1","2","3","4","Never","Never","Never","Never","Never","Never","Never","Never","Never","Never","Never","Never","Once","Never",NA,"Never","1","2","3","4","","SOME but not all of the datasets are publicly available online","","","","","","A repository for data or research output","","","","","","","We plan to share the dataset upon request","We hadn't considered publicly archiving the dataset","","","","","","","1","2","3","4","1","Somewhat Disagree",NA,NA,"Neutral",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Neutral","Neutral",NA,NA,NA,NA,NA,"","","1","2","3","4","Agree","Neutral","postdoc","","1","2","3","4","","","","","",NA,"Recommends online public archiving","I don't know","No policy"
"3758","R_bQnbiRDr7Qt4Cpv","2014-03-06 03:35:25","2014-03-06 03:53:52","1","ISME J.","AUG","2013","","1","1","1","2","3","4","1","Disagree","Disagree","1","2","3","4","1 paper","1","2","3","4","A few times","A few times","Once","Never","Never","Never","Never","Never","Never","Never","Never","Never","Once","Once",NA,"Never","1","2","3","4","","SOME but not all of the datasets are publicly available online","","","","","","A repository for data or research output","","","","","","","We plan to share the dataset upon request","We hadn't considered publicly archiving the dataset","","","","","","","1","2","3","4","1","Agree",NA,NA,"Neutral","Neutral","Neutral","Neutral",NA,NA,NA,"Neutral","Neutral","Strongly Agree",NA,NA,"Neutral","Strongly Disagree","Strongly Disagree",NA,NA,"Neutral","Neutral",NA,"","","1","2","3","4","Agree","Somewhat Agree","tenured faculty","","1","2","3","4","1","1","2","3","4",NA,"Requires online public archiving","No policy","No policy"
"3759","R_eM1daY86fSRLrc9","2014-03-03 03:38:21","2014-03-03 03:55:37","0","FEBS Lett.","MAY","2013","","1","1","1","2","3","4","1","Strongly Agree","Agree","1","2","3","4","Not sure","1","2","3","4","A few times","A few times","A few times","Many times","A few times","Never","Never","Never","Once","Never","Never","Never","A few times","A few times",NA,"Never","1","2","3","4","ALL datasets are publicly available online","","","","","","","","","","","Not applicable","","","","","","","","","Not applicable","","1","2","3","4","1","Strongly Agree",NA,NA,"Neutral",NA,"Neutral","Neutral",NA,NA,NA,NA,NA,NA,"Strongly Agree","Strongly Agree","Strongly Agree",NA,NA,NA,NA,NA,NA,"Strongly Agree","","","1","2","3","4","Agree","Agree","tenured faculty","","1","2","3","4","","","","","",NA,"Requires online public archiving","No policy","No policy"
"3760","R_e40I7NnsnSMOjad","2014-03-03 04:00:29","2014-03-03 04:03:13","0","Faseb J.","JUL","2013","","1","1","1","2","3","4","1","Agree","Disagree","1","2","3","4","None","1","2","3","4","Never","Never","Never","Never","Never","Never","Never","Never","Never","Never","Never","Never","Never","Never","Never","Never","1","2","3","4","","","","","","","","","","","","","","","","","","","","","","","","","","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","","","","","",NA,NA,"","","","","","","","","","","",NA,"","",""
"3761","R_cLQ6bF3xp502qYR","2014-03-03 04:11:07","2014-03-03 04:23:07","0","Biol. Conserv.","NOV","2013","","1","1","1","2","3","4","1","Somewhat Disagree","Strongly Disagree","1","2","3","4","None","1","2","3","4","Once","Never","Never","Never","Once","Never","Never","Never","Never","Never","Never","Never","Once","Never",NA,"Never","1","2","3","4","","","NONE of the datasets are publicly available online","","","","","","","","","Not applicable","","","We plan to share the dataset upon request","","","","","","","","1","2","3","4","1","Somewhat Disagree",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Neutral",NA,NA,NA,NA,NA,"Neutral","Neutral","Neutral","","","1","2","3","4","Somewhat Disagree","Somewhat Disagree","postdoc","","1","2","3","4","","","","","",NA,"I don't know","I don't know","I don't know"
"3762","R_7QgVghAidlGcfgV","2014-03-03 04:43:38","2014-03-03 04:52:43","0","Am. Nat.","AUG","2013","","1","1","1","2","3","4","1","Somewhat Agree","Disagree","1","2","3","4","1 paper","1","2","3","4","A few times","Once","Never","Never","Never","Never","Never","Never","Never","Never","Never","Never","Once","Once","Never","Never","1","2","3","4","","","","","We did not collect any data for that publication","","","","","","","Not applicable","","","","","","","","","Not applicable","","1","2","3","4","1","Strongly Disagree",NA,"Strongly Disagree","Neutral","Neutral","Neutral",NA,"Strongly Disagree","Strongly Disagree",NA,"Neutral",NA,NA,NA,NA,NA,"Neutral","Neutral",NA,NA,NA,"Neutral",NA,"","","1","2","3","4","Somewhat Agree","Strongly Agree","postdoc","","1","2","3","4","","","","","",NA,"I don't know","No policy","No policy"
"3763","R_3CQJb2y3lvU56st","2014-03-03 05:10:43","2014-03-03 05:24:19","0","Oecologia","MAY","2013","","1","1","1","2","3","4","1","Agree","Somewhat Disagree","1","2","3","4","None","1","2","3","4","Never","Once","Never","A few times","Never","Never","Never","Never","Never","Never","Never","Never","Never","Once","Never","Never","1","2","3","4","","","","","","Other (please specify)","","","A personal or lab website","","","Not applicable","","","We plan to share the dataset upon request","","","","","","","","1","2","3","4","1","Somewhat Disagree","Neutral","Neutral",NA,NA,NA,NA,"Strongly Disagree",NA,NA,NA,NA,"Neutral","Neutral",NA,NA,"Neutral",NA,NA,NA,NA,NA,NA,"Neutral","","1","2","3","4","Somewhat Agree","Neutral","postdoc","","1","2","3","4","","","","","",NA,"I don't know","I don't know","No policy"
"3764","R_eanDl0SAUSSUepf","2014-03-03 05:36:30","2014-03-03 05:51:02","0","Oikos","SEP","2013","","1","1","1","2","3","4","1","Neutral","Disagree","1","2","3","4","2-4 papers","1","2","3","4","Never","Never","Never","Never","Never","Never","Never","Never","Never","Never","Never","Never","A few times","Never",NA,"Never","1","2","3","4","","SOME but not all of the datasets are publicly available online","","","","","Journal supplementary information","","","","Other (please specify)","","","","We plan to share the dataset upon request","","We considered publicly archiving data and decided not to","","","Other (please specify)","","We wanted to publicly archive the data but were not able to, due to licencing or funder restrictions","1","2","3","4","1","Neutral",NA,"Strongly Agree",NA,"Strongly Disagree","Strongly Disagree","Strongly Disagree","Neutral","Neutral","Strongly Agree","Strongly Agree",NA,NA,NA,NA,NA,"Strongly Disagree",NA,NA,"Strongly Disagree",NA,NA,"Neutral","","","1","2","3","4","Strongly Agree","Somewhat Agree","research staff","","1","2","3","4","","","","","",NA,"I don't know","No policy","No policy"
"3765","R_bfoEsH0487aRhZj","2014-03-03 05:49:36","2014-03-03 05:57:11","0","FEBS Lett.","OCT","2013","","1","1","1","2","3","4","1","Strongly Agree","Strongly Agree","1","2","3","4","5+ papers","1","2","3","4","Never","Never","Never","A few times","A few times","Never","Never","Once","Never","Never","Never","Never","Never","Never",NA,"Never","1","2","3","4","ALL datasets are publicly available online","","","","","","Journal supplementary information","","","","","","","","","","","","","","Not applicable","","1","2","3","4","1","Strongly Disagree",NA,NA,NA,"Strongly Disagree","Strongly Disagree","Strongly Disagree","Strongly Disagree","Strongly Disagree","Strongly Disagree",NA,NA,"Neutral",NA,NA,"Neutral","Neutral",NA,NA,NA,NA,NA,"Strongly Agree","","","1","2","3","4","Strongly Agree","Somewhat Agree","tenured faculty","","1","2","3","4","","","","","",NA,"I don't know","No policy","No policy"
"3766","R_eG6INvBAzF8VSND","2014-03-03 06:16:39","2014-03-03 06:21:25","0","Proc. R. Soc. B-Biol. Sci.","JUN","2013","","1","1","1","2","3","4","1","Somewhat Agree","Somewhat Agree","1","2","3","4","1 paper","1","2","3","4","Never","Never","Never","Never","Never","Never","Never","Never","Never","Never","Never","Never","Once","Never",NA,"Never","1","2","3","4","ALL datasets are publicly available online","","","","","","Journal supplementary information","","","","","","","","","","","","","","","","1","2","3","4","1","Somewhat Disagree","Neutral",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Neutral",NA,NA,"Neutral","Neutral","Neutral","Neutral","Neutral","Neutral","Neutral","Neutral","Neutral","","","1","2","3","4","Agree","Agree","postdoc","","1","2","3","4","","","","","",NA,"Requires online public archiving","No policy","No policy"
"3767","R_72in5DS8hun3lJz","2014-03-03 06:21:46","2014-03-03 06:32:59","0","New Phytol.","JUN","2013","","1","1","1","2","3","4","1","Agree","Somewhat Agree","1","2","3","4","2-4 papers","1","2","3","4","Never","Never","Never","A few times",NA,"Never","Never","Never","Never","Never","Never","Never","Once","Never",NA,"Never","1","2","3","4","","","NONE of the datasets are publicly available online","","","","","","","","","","","","We plan to share the dataset upon request","We hadn't considered publicly archiving the dataset","","","","","","","1","2","3","4","1","Disagree",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Neutral",NA,"Neutral","Neutral",NA,"Neutral","Neutral","Strongly Disagree","Strongly Disagree","Neutral","Neutral",NA,"","","1","2","3","4","Agree","Disagree","postdoc","","1","2","3","4","","","","","",NA,"I don't know","No policy","No policy"
"3768","R_6LjqR2ak8dTDQ3j","2014-03-03 05:47:07","2014-03-03 06:40:15","0","Mol. Ecol.","AUG","2013","","1","1","1","2","3","4","1","Agree","Somewhat Agree","1","2","3","4","2-4 papers","1","2","3","4","Never","Never","Never","Never","Never","Never","Never","Never","Never","Never","Never","Never","A few times","Never",NA,"Never","1","2","3","4","ALL datasets are publicly available online","","","","","","","A repository for data or research output","A personal or lab website","","","","","","","","","","","","","","1","2","3","4","1","Disagree",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Strongly Agree","","","1","2","3","4","Agree","Neutral","student","","1","2","3","4","","","","","",NA,"Requires online public archiving","Recommends online public archiving","I don't know"
"3769","R_diMTurVypD40bPf","2014-03-03 06:32:44","2014-03-03 06:44:45","0","Glob. Change Biol.","OCT","2013","","1","1","1","2","3","4","1","Strongly Agree","Somewhat Agree","1","2","3","4","Not sure","1","2","3","4","A few times","Never","Never","Never","Never","Never","Never","Never","Never","Never","Never","Never","Never","Never",NA,"Never","1","2","3","4","","","","","","Other (please specify)","","","","","Other (please specify)","","","","","","","","We wanted to publicly archive the data but were not able to, for other reasons","Other (please specify)","","","1","2","3","4","1","Somewhat Agree",NA,NA,NA,NA,"Strongly Disagree",NA,NA,NA,"Neutral",NA,"Strongly Disagree",NA,NA,NA,NA,"Neutral","Neutral","Neutral","Neutral",NA,NA,NA,"","","1","2","3","4","Strongly Agree","Strongly Agree","research staff","","1","2","3","4","","","","","",NA,"Recommends online public archiving","I don't know","I don't know"
"3770","R_bf125uy0Iib56jX","2014-03-03 06:49:21","2014-03-03 06:57:41","0","Proc. R. Soc. B-Biol. Sci.","APR","2013","","1","1","1","2","3","4","1","Somewhat Disagree","Disagree","1","2","3","4","1 paper","1","2","3","4","Never","Never","Never","Never","Never","Never","Never","Never","Never","Never","Never","Never","Once","Never",NA,"Never","1","2","3","4","ALL datasets are publicly available online","","","","","","Journal supplementary information","","","","","","","","","","","","","","Not applicable","","1","2","3","4","1","Disagree",NA,NA,NA,NA,"Neutral","Neutral","Neutral","Neutral","Strongly Agree",NA,NA,NA,NA,"Strongly Agree","Neutral",NA,NA,"Neutral","Neutral",NA,NA,NA,"","","1","2","3","4","Strongly Agree","Neutral","postdoc","","1","2","3","4","","","","","",NA,"I don't know","No policy","I don't know"
"3771","R_71nnL0uSnMfc7jL","2014-03-03 07:07:03","2014-03-03 07:14:04","0","Ecology","AUG","2013","","1","1","1","2","3","4","1","Disagree","Disagree","1","2","3","4","None","1","2","3","4","Never","Never","Never","Never","Never","Never","Never","Never","Never","Never","Never","Never","Never","Never",NA,"Never","1","2","3","4","","","","I don't know","","","Journal supplementary information","","","","","","","","","We hadn't considered publicly archiving the dataset","","","","","","","1","2","3","4","1","Somewhat Disagree","Strongly Agree","Strongly Agree","Strongly Agree","Strongly Agree","Strongly Agree","Strongly Agree","Neutral",NA,NA,NA,"Strongly Agree",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Neutral","","","1","2","3","4","Neutral","Neutral","postdoc","","1","2","3","4","","","","","",NA,"No policy","No policy","No policy"
"3772","R_cTobvklp9yhE4IJ","2014-03-03 07:09:36","2014-03-03 07:17:57","0","Glob. Change Biol.","MAY","2013","","1","1","1","2","3","4","1","Disagree","Disagree","1","2","3","4","None","1","2","3","4","Never","Never","Never","Never","Never","Never","Never","Never","Never","Never","Never","Never","Never","Never",NA,"Never","1","2","3","4","ALL datasets are publicly available online","","","","We did not collect any data for that publication","","","","","","Other (please specify)","","","","","","","","","","","","1","2","3","4","1","Strongly Disagree",NA,NA,"Strongly Disagree","Strongly Disagree","Strongly Disagree","Neutral","Strongly Disagree","Strongly Disagree",NA,NA,"Strongly Disagree",NA,NA,"Strongly Agree","Strongly Agree",NA,"Neutral",NA,NA,"Neutral","Strongly Disagree",NA,"","","1","2","3","4","Strongly Agree","Somewhat Agree","postdoc","","1","2","3","4","","","","","",NA,"No policy","No policy","No policy"
"3773","R_79iAAfSQkug6b89","2014-03-03 07:59:27","2014-03-03 08:09:36","0","Glob. Change Biol.","MAY","2013","","1","1","1","2","3","4","1","Disagree","Disagree","1","2","3","4","None","1","2","3","4","Never","Never","Never","Never","Once","Never","Once","Once","Once","Never","Never","Never","Never","Never",NA,"Never","1","2","3","4","","","","","","Other (please specify)","","","","","Other (please specify)","","","We plan to publicly archive the dataset in the future","","","","","","","","","1","2","3","4","1","Agree","Strongly Agree","Strongly Agree","Strongly Disagree",NA,"Neutral",NA,"Strongly Disagree","Strongly Disagree",NA,"Neutral","Neutral",NA,NA,NA,NA,"Neutral","Neutral","Neutral","Neutral",NA,NA,NA,"","","1","2","3","4","Agree","Neutral","postdoc","","1","2","3","4","","","","","",NA,"No policy","No policy","No policy"
