"","ResponseID","ResponseDate","PublicationDate","Journal","Q_1","Q_2","Q_3","Q_4_1","Q_4_2","Q_4_3","Q_4_4","Q_4_5","Q_4_6","Q_4_7","Q_4_8","Q_4_9","Q_4_10","Q_4_11","Q_4_12","Q_4_13","Q_4_14","Q_4_15","Q_4_15_TEXT","Q_4_16","Q_5_1","Q_5_2","Q_5_3","Q_6_1","Q_6_2","Q_6_3","Q_6_4","Q_6_5","Q_6_6","Q_6_6_TEXT","Q_7_1","Q_7_2","Q_7_3","Q_7_4","Q_7_5","Q_7_5_TEXT","Q_7_6","Q_8_1","Q_8_2","Q_8_3","Q_8_4","Q_8_5","Q_8_6","Q_8_7","Q_8_8","Q_8_8_TEXT","Q_8_9","Q_8_10","Q_9","Q_10_1","Q_10_2","Q_10_3","Q_10_4","Q_10_5","Q_10_6","Q_10_7","Q_10_8","Q_10_9","Q_10_10","Q_10_11","Q_10_12","Q_10_12_TEXT","Q_11_1","Q_11_2","Q_11_3","Q_11_4","Q_11_5","Q_11_6","Q_11_7","Q_11_8","Q_11_9","Q_11_10","Q_11_11","Q_11_11_TEXT","Q_12","Q_13","Q_14_1","Q_14_2","Q_15","Q_16"
"3452","R_8wQVYyn6xVSR7Gl","Mar 2014","May 2013","BMC Evol. Biol.","Neutral","Somewhat Disagree","2-4 papers with archived data","Never","Never","Never","Never","Never","Never","Never","Never","Never","Never","Never","Never","A few times","Once",NA,"","Never","No policy","No policy","No policy","ALL datasets are publicly available online","","","","","","","Journal supplementary information","","","","","","","","","","","","","","","","","","Strongly Disagree","Strongly Disagree","Strongly Disagree","Strongly Agree",NA,NA,"Neutral","Strongly Disagree",NA,NA,NA,"Neutral",NA,"","Strongly Agree",NA,NA,"Strongly Disagree","Strongly Disagree",NA,NA,"Strongly Agree","Strongly Agree","Strongly Agree",NA,"","Somewhat Agree","Agree","postdoc","","","1"
"3453","R_0JPJrNkB4zF4tKd","Mar 2014","May 2013","Faseb J.","Somewhat Disagree","Disagree","1 paper with archived data","Never","Never","Never","Never","Never","Never","Never","Never","Never","Never","Never","Never","Never","Never",NA,"","Never","I don't know","I don't know","I don't know","ALL datasets are publicly available online","","","","","","","","","","The entire dataset is in the body of the paper","","","","","","","","","","","","","Not applicable","","Strongly Agree",NA,NA,NA,"Neutral","Neutral",NA,"Strongly Disagree","Strongly Disagree","Strongly Disagree",NA,NA,NA,"","Neutral","Neutral","Neutral","Neutral","Neutral","Neutral","Neutral","Neutral",NA,"Strongly Agree",NA,"","Neutral","Neutral","non-tenured faculty","","","1"
"3454","R_eJ6HNBc1thArhAN","Mar 2014","Apr 2013","New Phytol.","Agree","Neutral","No papers with archived data","Never","Never","Never","Never","Never","Never","Never","Never","Never","Never","Never","Never","Never","Never","Never","","Never","Recommends online public archiving","No policy","No policy","","","","","We did not collect any data for that publication","","","","","","","","","Not applicable","","","","","","","","","","Not applicable","","Neutral",NA,NA,"Neutral","Neutral","Neutral","Neutral","Neutral","Neutral","Neutral","Neutral","Neutral","Neutral","","Neutral","Neutral","Neutral","Neutral","Neutral","Neutral","Neutral","Neutral","Neutral","Neutral","Neutral","","Somewhat Agree","Somewhat Agree","postdoc","","","1"
"3455","R_4YNwDEgtUlJT4G1","Mar 2014","May 2013","Behav. Ecol.","Somewhat Agree","Somewhat Disagree","1 paper with archived data","Never","Never","Never","Once","Once","Never","Never","Never","Never","Never","Never","Never","Once","Never",NA,"","Never","I don't know","No policy","No policy","","","NONE of the datasets are publicly available online","","","","","","","","","","","Not applicable","","","We plan to share the dataset upon request","We hadn't considered publicly archiving the dataset","","","","","","","","Strongly Disagree",NA,"Neutral","Neutral",NA,NA,NA,"Strongly Disagree",NA,NA,NA,"Strongly Disagree",NA,"",NA,NA,"Neutral","Neutral",NA,"Strongly Agree","Strongly Agree","Strongly Agree",NA,"Strongly Agree",NA,"","Agree","Agree","postdoc","","","1"
"3456","R_55fLHNacXtk9eVn","Mar 2014","May 2013","BMC Evol. Biol.","Somewhat Agree","Neutral","5+ papers with archived data","A few times","A few times","Never","Never","Never","Never","Never","Never","Never","Never","Never","Never","Never","Never",NA,"","Never","Recommends online public archiving",NA,"Recommends online public archiving","","","","I don't know","","","","","","","","","","Not applicable","","","","","","","","","","","","Somewhat Disagree","Neutral","Neutral","Neutral",NA,"Neutral","Neutral",NA,NA,NA,NA,"Strongly Agree",NA,"",NA,"Neutral","Neutral",NA,NA,"Neutral","Neutral",NA,NA,NA,NA,"","Strongly Agree","Neutral","research staff","","","1"
"3457","R_3fPofboYt0oZyjX","Mar 2014","Apr 2013","J. Evol. Biol.","Somewhat Agree","Somewhat Agree","1 paper with archived data","Never","Never","Never","Never","Never","Never","Never","Never","Never","Never","Never","Never","Once","Never",NA,"","Never","Requires online public archiving","Requires online public archiving","No policy","ALL datasets are publicly available online","","","","","","","","A repository for data or research output","","","","","","","","","","","","","","","","","Disagree","Neutral","Neutral",NA,"Neutral","Strongly Disagree","Strongly Disagree","Strongly Disagree","Strongly Disagree",NA,NA,"Strongly Disagree",NA,"",NA,"Neutral","Neutral","Strongly Disagree","Strongly Agree","Neutral","Neutral","Neutral","Neutral","Strongly Agree",NA,"","Strongly Disagree","Somewhat Agree","non-tenured faculty","","","1"
"3458","R_514gGxfx6YZXp1r","Mar 2014","Apr 2013","Funct. Ecol.","Somewhat Agree","Somewhat Disagree","No papers with archived data","Never","Never","Never","Never","Never","Never","Never","Never","Never","Never","Never","Never","A few times","Never","Never","","Never","Recommends online public archiving","No policy","No policy","","","NONE of the datasets are publicly available online","","","","","","","","","","","Not applicable","","","","","","","","","","Not applicable","","Somewhat Agree",NA,NA,"Neutral",NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,"Strongly Agree",NA,"Neutral","Neutral","Strongly Agree",NA,NA,NA,NA,NA,"","Strongly Disagree","Disagree","postdoc","","","1"
"3459","R_5AwGmTGRCkuOFbn","Mar 2014","Jul 2013","BMC Evol. Biol.","Agree","Agree","5+ papers with archived data","Never","Never","Never","Many times",NA,"Never",NA,"Never","Never","Never","Never","Never","Many times","A few times",NA,"","Never","I don't know","No policy","I don't know","ALL datasets are publicly available online","","","","","","","Journal supplementary information","A repository for data or research output","A personal or lab website","","","","","","","","","","","","","","Not applicable","","Strongly Disagree",NA,NA,"Strongly Agree",NA,"Strongly Disagree","Strongly Disagree",NA,"Strongly Agree","Strongly Agree","Strongly Agree","Strongly Disagree",NA,"",NA,NA,NA,"Strongly Disagree",NA,"Strongly Agree",NA,"Strongly Agree","Strongly Agree","Strongly Agree",NA,"","Strongly Agree","Agree","postdoc","","","1"
"3460","R_bygOhqqJSXto9dX","Mar 2014","Jun 2013","BMC Biol.","Disagree","Strongly Disagree","1 paper with archived data","Never","Never","Never","Never","Never","Never","Never","Never","Never","Never","Never",NA,"Once","Never",NA,"","Never","Other","No policy","No policy","","SOME but not all of the datasets are publicly available online","","","","","","Journal supplementary information","","","","","","","","","","","We considered publicly archiving data and decided not to","","","","","","","Agree",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Neutral",NA,"","Neutral","Strongly Disagree",NA,"Strongly Disagree","Strongly Disagree","Strongly Disagree","Strongly Disagree","Neutral",NA,NA,NA,"","Agree","Agree","research staff","","","1"
"3461","R_6RHYXZs1uNvfNxr","Mar 2014","Sep 2013","Faseb J.","Disagree","Disagree","Not sure","Many times","A few times","A few times",NA,NA,"Never","Never","Once","Once","Once","Never","Never","Never","Never","Never","","Never","I don't know","I don't know","I don't know","","","","I don't know","","","","","","","","","","Not applicable","","","","","","","","","","Not applicable","","Neutral",NA,NA,"Strongly Disagree",NA,"Neutral","Strongly Agree","Strongly Disagree","Strongly Disagree","Neutral","Neutral","Neutral","Neutral","",NA,"Strongly Disagree","Strongly Disagree","Strongly Disagree","Strongly Disagree","Strongly Disagree","Strongly Disagree","Strongly Disagree","Strongly Disagree","Strongly Disagree","Strongly Disagree","","Strongly Disagree","Strongly Disagree","tenured faculty","","","1"
"3462","R_1Zwle6T0eK7UEBL","Mar 2014","Jun 2013","PLoS. Biol.","Somewhat Disagree","Somewhat Disagree","5+ papers with archived data","Once","Never","Never","A few times","A few times","Never","Never","Never","Never","Never","Never","A few times","A few times","Once",NA,"","Once","Recommends online public archiving","No policy","No policy","","SOME but not all of the datasets are publicly available online","","","","","","","","","","","","Not applicable","","","","","","","","","","Not applicable","","Disagree",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","Strongly Agree",NA,NA,"Neutral","Neutral",NA,NA,"Strongly Agree","Strongly Agree","Strongly Agree",NA,"","Strongly Agree","Agree","tenured faculty","","","1"
"3463","R_9nLWtYbZOvwxx2t","Mar 2014","May 2013","Am. Nat.","Somewhat Agree","Disagree","1 paper with archived data","Never","Never","Never","Never","A few times","Never","Once","Never","Never","Never","Never","Never","Once","Never",NA,"","Never","Requires online public archiving","Recommends online public archiving","No policy","ALL datasets are publicly available online","","","","","","","","A repository for data or research output","","","","","","","","","","","","","","","Not applicable","","Agree",NA,NA,NA,NA,NA,NA,"Strongly Disagree",NA,NA,NA,"Strongly Disagree",NA,"","Neutral",NA,NA,"Strongly Disagree",NA,NA,NA,"Neutral","Strongly Disagree",NA,NA,"","Somewhat Disagree","Neutral","tenured faculty","","","1"
"3464","R_eqX10eI3noECvd3","Mar 2014","Sep 2013","Faseb J.","Disagree","Somewhat Disagree","2-4 papers with archived data","Once","Once","Never","A few times","A few times","Never","Never","Never","Never","Never","Never","Once","A few times","Once","Never","","Never","I don't know","Requires online public archiving","No policy","","SOME but not all of the datasets are publicly available online","","","","","","","","A personal or lab website","","","","","","","We plan to share the dataset upon request","","","","","","","","","Strongly Disagree","Neutral",NA,NA,NA,NA,NA,"Strongly Disagree",NA,NA,NA,NA,"Strongly Disagree","",NA,NA,NA,"Strongly Disagree",NA,NA,NA,NA,"Neutral","Strongly Agree","Strongly Disagree","","Neutral","Neutral","tenured faculty","","","1"
"3465","R_6zLvmIp6tjLYyrP","Mar 2014","Oct 2013","Biol. Conserv.","Somewhat Agree","Disagree","1 paper with archived data","Never","Never","Never","Once","Never","Never","Never","Never","Never","Never","Never","Never","Never","Never",NA,"","Never","Recommends online public archiving","No policy","No policy","ALL datasets are publicly available online","","","","","","","Journal supplementary information","","","","","","","","","","","","","","","","Not applicable","","Neutral",NA,"Neutral","Neutral",NA,"Neutral","Neutral","Strongly Disagree","Strongly Disagree","Neutral",NA,NA,NA,"","Neutral",NA,NA,"Strongly Disagree","Strongly Disagree",NA,NA,"Neutral","Neutral",NA,NA,"","Neutral","Somewhat Agree","research staff","","","1"
"3466","R_8Ap9l2rmBFf0Ydf","Mar 2014","May 2013","J. Ecol.","Somewhat Disagree","Disagree","2-4 papers with archived data","Never","Never","Never","A few times","Never","A few times","Never","Never","Never","A few times","Never","Never","Many times","Many times",NA,"","Many times","Recommends online public archiving","I don't know","No policy","","","","","We did not collect any data for that publication","","","","","","","","","Not applicable","","","","","","","","","","Not applicable","","Somewhat Agree","Neutral",NA,"Strongly Disagree",NA,NA,NA,"Strongly Disagree",NA,"Strongly Agree","Strongly Agree",NA,NA,"","Neutral","Neutral","Neutral","Neutral","Neutral","Neutral","Neutral","Neutral","Neutral",NA,NA,"","Agree","Agree","research staff","","You're questions seemed pretty leading at time, and could easily be misinterpreted.  For example, I'm guessing that you're planning to use responses to how people have used published data, but that will be strongly affected by how long the data were available and how closely one follows citations.  It seems like the questions lead to a false dichotomy that you are either for or against requiring researchers to share data, when in most cases there are many options in the middle ground.    ","1"
"3467","R_00RfXhFio2gVdgF","Mar 2014","Nov 2013","Genome Res.","Strongly Agree","Somewhat Agree","5+ papers with archived data","A few times","A few times","Never","Many times","A few times","Never","Never","Never","Never","Never","Never","A few times","A few times","A few times",NA,"","Never","Requires online public archiving","Recommends online public archiving","No policy","ALL datasets are publicly available online","","","","","","","","A repository for data or research output","A personal or lab website","","","","","","","","","","","","","","","","Disagree","Strongly Disagree","Strongly Disagree","Strongly Disagree","Strongly Disagree","Strongly Disagree","Strongly Disagree","Strongly Disagree","Strongly Disagree",NA,NA,"Strongly Disagree",NA,"","Strongly Agree",NA,NA,"Strongly Disagree","Strongly Disagree",NA,NA,"Strongly Agree","Strongly Agree","Strongly Agree",NA,"","Agree","Somewhat Agree","tenured faculty","","","1"
"3468","R_baz310Evq59oe3j","Mar 2014","May 2013","Ecology","Disagree","Disagree","1 paper with archived data","Never","Never","Never","Never","Never","Never","Never","Never","Never","Never","Never","Never","Once","Never","Never","","Never","Recommends online public archiving","No policy","No policy","","","NONE of the datasets are publicly available online","","","","","","","","","Other (please specify)","","Not applicable","","","","","","","","","","Not applicable","","Disagree","Strongly Disagree","Strongly Disagree","Neutral","Neutral","Neutral","Neutral","Neutral","Neutral",NA,NA,"Neutral",NA,"","Neutral","Neutral","Neutral","Neutral","Neutral","Neutral","Neutral",NA,NA,NA,NA,"","Neutral","Somewhat Disagree","postdoc","","","1"
"3469","R_3gYii5oz79yYMcJ","Mar 2014","Nov 2013","Genome Res.","Strongly Agree","Agree","5+ papers with archived data","Never","Never","Once","A few times","A few times","Once","Once","A few times","Once","Once","Never","Never","A few times","Never",NA,"","A few times","Requires online public archiving","Recommends online public archiving","I don't know","ALL datasets are publicly available online","","","","","","","Journal supplementary information","A repository for data or research output","A personal or lab website","","","","","","","","","","","","","","Not applicable","","Disagree","Neutral","Neutral","Neutral","Neutral","Neutral","Neutral",NA,NA,"Neutral","Neutral",NA,NA,"",NA,NA,NA,NA,NA,NA,"Neutral",NA,NA,"Strongly Agree",NA,"","Agree","Agree","tenured faculty","","","1"
"3470","R_4VGkkURP2AIFuIt","Mar 2014","Sep 2013","Evolution","Agree","Somewhat Agree","5+ papers with archived data","Never","Never","Never","Never","Never","Never","Never","Never","Never","Never","Never","Never","Never","Never",NA,"","Never","Requires online public archiving","I don't know","No policy","ALL datasets are publicly available online","","","","","","","","A repository for data or research output","","","","","","","","","","","","","","","","","Strongly Disagree",NA,NA,"Strongly Disagree",NA,"Strongly Disagree","Strongly Disagree","Strongly Disagree","Strongly Disagree",NA,"Strongly Disagree","Strongly Disagree",NA,"",NA,NA,NA,"Strongly Disagree","Strongly Disagree",NA,NA,NA,NA,NA,NA,"","Agree","Agree","non-tenured faculty","","the questions regarding reuse of work was not clear  - I don't what the 'work' refers to. /  /  / ","1"
"3471","R_6FKhMQq33qfhmTz","Mar 2014","Oct 2013","Biol. Lett.","Strongly Agree","Agree","2-4 papers with archived data","Never","Never","Never","Never","Never","Never","Never","Never","Never","Never","Never","Never","A few times","A few times",NA,"I have had students from other universities use datasets for class projects","Never","Requires online public archiving","Requires online public archiving","No policy","ALL datasets are publicly available online","","","","","","","","A repository for data or research output","","","","","","","","","","","","","","","","","Strongly Disagree","Neutral",NA,NA,NA,NA,"Strongly Disagree","Strongly Disagree","Strongly Disagree",NA,NA,"Strongly Disagree",NA,"",NA,NA,NA,"Neutral","Neutral",NA,"Neutral",NA,NA,NA,NA,"","Disagree","Agree","postdoc","","","1"
"3472","R_3BHikukV1CvzLYp","Mar 2014","Nov 2013","J. Paleontol.","Agree","Disagree","2-4 papers with archived data","Never","Never","Never","Never","Never","Never","Never","Never","Never","Never","Never","Never","A few times","Never",NA,"","Never","I don't know","No policy","No policy","","","NONE of the datasets are publicly available online","","","","","","","","","","","Not applicable","","","We plan to share the dataset upon request","","","","","","","","","Somewhat Agree",NA,NA,"Neutral","Neutral","Neutral","Neutral","Neutral",NA,NA,NA,NA,NA,"","Neutral","Neutral","Neutral","Neutral","Neutral",NA,NA,"Neutral","Neutral","Neutral",NA,"","Somewhat Agree","Neutral","research staff","","","1"
"3473","R_9ThLiUsPmXMqoND","Mar 2014","Aug 2013","Mol. Phylogenet. Evol.","Strongly Agree","Neutral","No papers with archived data","Never","Never","Never","Many times","Never","Never","Never","Never","Never","Never","Never","Never","Never","Never",NA,"","Never","I don't know","No policy","No policy","","","NONE of the datasets are publicly available online","","","","","","","","","","","Not applicable","","","We plan to share the dataset upon request","","","","","","","","","Strongly Disagree","Strongly Disagree",NA,NA,"Strongly Disagree","Strongly Disagree","Strongly Disagree","Strongly Disagree","Strongly Disagree","Strongly Disagree",NA,"Strongly Disagree",NA,"",NA,"Neutral","Neutral","Neutral",NA,NA,NA,"Neutral",NA,NA,NA,"","Strongly Agree","Strongly Agree","tenured faculty","","","1"
"3474","R_e8q5jo5bsZXv5v7","Mar 2014","Oct 2013","BMC Evol. Biol.","Strongly Agree","Somewhat Agree","5+ papers with archived data","Many times","Many times","Once","Many times","Never","Never","Never","Never","Never","Never","Never","Never","Never","Never",NA,"","Never","Requires online public archiving","No policy","Requires online public archiving","ALL datasets are publicly available online","","","","","","","","","","","Other (please specify)","Government website","","","","","","","","","","","Not applicable","","Strongly Disagree","Strongly Disagree","Strongly Disagree","Strongly Disagree","Strongly Disagree","Strongly Disagree","Strongly Disagree","Strongly Disagree","Strongly Disagree","Strongly Disagree","Strongly Disagree","Strongly Disagree",NA,"","Strongly Agree","Strongly Agree","Strongly Agree","Strongly Agree","Strongly Agree","Strongly Agree","Strongly Agree","Strongly Agree","Strongly Agree","Strongly Agree",NA,"","Strongly Agree","Neutral","non-tenured faculty","","Submitting things to TREEBASE is awful/nearly impossible. We have our data on a government website--that should be enough.  It is more stable and better funded than tree base.","1"
"3475","R_9t9ws1m4BF18r7D","Mar 2014","Nov 2013","Mol. Ecol.","Somewhat Agree","Somewhat Agree","2-4 papers with archived data","Never","Never","Never","Never","Never","Never","Never","Never","Never","Never","Never","Never","Never","Never",NA,"","Never","Requires online public archiving","I don't know","No policy","ALL datasets are publicly available online","","","","","","","","A repository for data or research output","","","","","","","","","","","","","","","Not applicable","","Somewhat Disagree",NA,NA,NA,NA,"Neutral",NA,NA,NA,NA,NA,NA,NA,"",NA,"Strongly Disagree","Strongly Disagree",NA,NA,NA,NA,NA,NA,NA,NA,"","Strongly Agree","Disagree","postdoc","","","1"
"3476","R_dmdnWnYEymKPgZD","Mar 2014","May 2013","Evol. Ecol.","Somewhat Disagree","Somewhat Disagree","No papers with archived data","A few times","A few times","Never","Never","A few times","Never","A few times","Many times","Many times","Many times","Never","Never","A few times","A few times",NA,"There are two over-arching issues with my field: 1) the prevailing culture is to find fault with other people, 2) inconsistency in methods, training, knowledge, and opinions","Many times","I don't know","I don't know","I don't know","","","NONE of the datasets are publicly available online","","","","","","","","","","","Not applicable","","","We plan to share the dataset upon request","","We considered publicly archiving data and decided not to","","We wanted to publicly archive the data but were not able to, for other reasons","","","","","Agree","Strongly Agree","Strongly Agree",NA,"Strongly Agree","Strongly Agree","Strongly Agree",NA,NA,NA,NA,"Strongly Agree","Strongly Agree","I would be bothered by claims that we've made errors, and need to spend time explaining that the errors are in the extra-publication reviewer's re-analysis",NA,NA,"Strongly Disagree",NA,NA,"Strongly Disagree","Strongly Disagree","Strongly Disagree","Strongly Disagree",NA,NA,"I think this is the right thing to do IF the reviewers in our field were concerned with improving the quality of science, not supporting particular dogmas to promote their own research goals (tenure reviews, grants, etc.). The academic environment is too caustic currently to make such a practice sustainable. Despite it would be in everyone's best interest, if everyone played fair. This is basic game theory.","Disagree","Somewhat Disagree","postdoc","","I believe the the questionnaire would be improved by accounting for differences in what we think would actually happen vs. what we suspect COULD happen if these policies were adopted. Reviewers in our field take ideas from work we've submited, and tie up the review process long enough to publish those ideas themselves. If you are forced to give them your data, there is very little chance that new groups could break into ""established"" fields. Nepotism and self interest is too great to make such a practice to be sustainable. Just like in a tit-for-tat game there are rewords and costs, and there is temptation to ""cheat"" for self gain despite the mutual benefit that could be gained from fair play. Since reviewers are currently using the review process to block publications and mine for data and ideas, this strongly suggests that a young scientist could never become established without literally riding on these coat tails.  Naturally publishing the data would be best, but there are obvious consequences for doing so. I strongly suspect the review system would need to be reformed before such a policy would be fair. The policy of anonymous reviews reduces the cost of ""cheating"" for reviewers and therefore makes this the optimal choice. Peerage of science is a potential avenue for fixing some issues with the review process... but we have a long way to go.","1"
"3477","R_eERcuSNM6AvEVrn","Mar 2014","Apr 2013","J. Exp. Biol.","Agree","Agree","No papers with archived data",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"I have not uploaded any of my data for public sharing yet",NA,"I don't know","I don't know","I don't know","","","NONE of the datasets are publicly available online","","","","","","","","","","","Not applicable","","","We plan to share the dataset upon request","","","","","","","","","Disagree","Neutral",NA,"Neutral","Neutral","Neutral",NA,NA,NA,"Strongly Agree",NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Neutral",NA,"","Neutral","Neutral","postdoc","","","1"
"3478","R_cPlqoFRoh0W5Mbj","Mar 2014","Dec 2013","Conserv. Biol.","Somewhat Disagree","Disagree","No papers with archived data","Never","Never","Never","Never","Never","Never","Never","Never","Never","Never","Never","Never","Never","Never",NA,"","Never","I don't know","I don't know","I don't know","","","NONE of the datasets are publicly available online","","","","","","","","","","","","","","","We hadn't considered publicly archiving the dataset","","","","","","","","Strongly Disagree",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,"Neutral","Neutral",NA,NA,NA,NA,NA,NA,"","Agree","Agree","postdoc","","","1"
"3479","R_6Dz8V2IZ70qvwfH","Mar 2014","Jun 2013","Faseb J.","Strongly Agree","Strongly Agree","5+ papers with archived data","Never","Never","Never","Never","Never","Never","Never","Never","Never","Never","Never","Never","Never","Never",NA,"","Never","I don't know","Requires online public archiving","Requires online public archiving","ALL datasets are publicly available online","","","","","","","","A repository for data or research output","","","","","","","We plan to publicly archive the dataset in the future","","","","","","","","","","Strongly Disagree","Strongly Disagree","Strongly Disagree","Strongly Disagree","Strongly Disagree","Strongly Disagree","Strongly Disagree","Strongly Disagree","Strongly Disagree","Strongly Disagree","Strongly Disagree","Strongly Disagree","Strongly Disagree","","Strongly Disagree","Strongly Disagree","Strongly Disagree","Strongly Disagree",NA,"Strongly Disagree","Strongly Disagree","Strongly Disagree","Strongly Disagree","Strongly Agree",NA,"","Agree","Neutral","tenured faculty","","","1"
"3480","R_dopl6i9ei4LXwj3","Mar 2014","Sep 2013","Oikos","Somewhat Disagree","Somewhat Disagree","1 paper with archived data","Once","Never","Never","Never","Never","Never","Never","Once","Never","Never","Never","Never","Never","Never",NA,"","Never","I don't know","No policy","No policy","","","NONE of the datasets are publicly available online","","","","","","","","","","","Not applicable","","","We plan to share the dataset upon request","We hadn't considered publicly archiving the dataset","","","","","","","","Disagree",NA,NA,NA,"Strongly Disagree","Strongly Disagree","Strongly Disagree","Strongly Disagree","Strongly Disagree",NA,"Neutral",NA,NA,"",NA,"Neutral","Neutral","Neutral","Neutral",NA,NA,NA,NA,NA,NA,"","Strongly Agree","Neutral","postdoc","","1. I think that you could ask more questions about the embargo period, more generally about the flexibility that researchers would like regarding when toh make the data public. A one-year embargo might not be enough in some fields.  /  / 2. More discussion about how publicly-archived data can be used by others and whether there can be different ways of doing this. One where the data-provider makes the data freely available for use, the other where the person wanting to use the data needs to contact the data-provider and ""negotiate"" the terms of use. Maybe allowing data-providers more say in the use of their data, might encourae more of them to make their data available.","1"
"3481","R_8jDMLhiQgZunIgt","Mar 2014","Jun 2013","Oecologia","Somewhat Disagree","Somewhat Disagree","1 paper with archived data","Never","Never","Never","Never","Never","Never","Never","Never","Never","Never","Never","Never","Never","Never",NA,"","Never","Recommends online public archiving","Recommends online public archiving","No policy","","SOME but not all of the datasets are publicly available online","","","","","","","","","","Other (please specify)","Project website (from different research group)","","","We plan to publicly archive the dataset in the future","","","","","","","","","","Disagree","Neutral","Neutral","Strongly Disagree",NA,"Neutral",NA,NA,NA,NA,"Neutral","Neutral",NA,"","Neutral",NA,"Neutral","Neutral","Neutral",NA,NA,NA,NA,NA,NA,"","Agree","Somewhat Agree","postdoc","","","1"
"3482","R_1GDBTBRZARhVbbT","Mar 2014","Nov 2013","Glob. Change Biol.","Somewhat Disagree","Strongly Disagree","2-4 papers with archived data","Never","Never","Never","Never","Never","Never","Never","Never","Never","Never","Never","Never","Once","Never",NA,"","Never","I don't know","Recommends online public archiving","No policy","","SOME but not all of the datasets are publicly available online","","","","","","","A repository for data or research output","","","","","","","We plan to publicly archive the dataset in the future","We plan to share the dataset upon request","","","","","","","","","Disagree",NA,NA,NA,"Neutral","Strongly Disagree","Strongly Disagree","Strongly Disagree",NA,NA,NA,"Neutral",NA,"",NA,NA,NA,"Neutral",NA,NA,NA,NA,NA,NA,NA,"","Somewhat Agree","Strongly Agree","non-tenured faculty","","","1"
"3483","R_0fbzvQtAPKYuUmN","Mar 2014","Sep 2013","J. Exp. Biol.","Somewhat Disagree","Strongly Disagree","No papers with archived data","Never","Never","Never","Never","Never","Never","Never","Never","Never","Never","Never","Never","Never","Never","Never","","Never","I don't know","I don't know","I don't know","","","NONE of the datasets are publicly available online","","","","","","","","","","","Not applicable","","","We plan to share the dataset upon request","We hadn't considered publicly archiving the dataset","","","","","","","","Strongly Disagree",NA,NA,"Strongly Disagree",NA,"Strongly Disagree","Strongly Disagree",NA,NA,NA,NA,NA,NA,"",NA,NA,"Neutral",NA,NA,NA,NA,"Strongly Agree",NA,"Strongly Agree",NA,"","Disagree","Neutral","postdoc","","","1"
"3484","R_eERtQITyj7T8fsx","Mar 2014","Oct 2013","Funct. Ecol.","Agree","Disagree","2-4 papers with archived data","Never","Never","Never","A few times","Never","Never","Never","Never","Never","Never","Never","Never","Never","Never",NA,"Mostly I post software rather than data, so a lot of these questions are about a small minority of what i have posted online. ","Never","Requires online public archiving",NA,NA,"ALL datasets are publicly available online","","","","","","","","A repository for data or research output","","","","","","","","","","","","","","","Not applicable","","Disagree",NA,NA,NA,NA,NA,"Neutral","Strongly Disagree","Strongly Disagree","Neutral",NA,"Strongly Disagree",NA,"",NA,NA,"Neutral","Strongly Disagree","Strongly Disagree",NA,NA,"Neutral","Neutral",NA,NA,"","Strongly Agree","Somewhat Agree","tenured faculty","","","1"
"3485","R_bf1Ae8QLKL317s9","Mar 2014","Dec 2013","J. Exp. Bot.","Strongly Agree","Agree","2-4 papers with archived data","A few times","A few times","A few times","A few times","Never","Once","Never","Never","Never","Never","Never","Never","A few times","Many times",NA,"","A few times","Recommends online public archiving","Recommends online public archiving","Recommends online public archiving","ALL datasets are publicly available online","","","","","","","Journal supplementary information","","","","","","","","","","","","","","","","","","Disagree","Strongly Disagree","Strongly Disagree",NA,NA,"Strongly Disagree","Neutral",NA,NA,NA,NA,NA,NA,"","Strongly Agree","Strongly Agree","Strongly Agree","Neutral",NA,"Strongly Agree","Strongly Agree","Strongly Agree","Strongly Agree","Strongly Agree",NA,"","Agree","Somewhat Agree","research staff","","","1"
"3486","R_0lg27DiNT2Ou7Zz","Mar 2014","Sep 2013","Anim. Behav.","Somewhat Agree","Somewhat Disagree","1 paper with archived data","Never","Never","Never","Never","Never","Never","Never","Never","Never","Never","Never","Never","Never","Never","Never","","Never","Recommends online public archiving","I don't know","No policy","","","","I don't know","","","","","","","","","","Not applicable","","","","","","","","","","Not applicable","","Disagree",NA,NA,NA,NA,NA,NA,NA,NA,"Neutral","Neutral",NA,NA,"",NA,NA,NA,NA,"Neutral",NA,NA,NA,NA,NA,"Neutral","","Disagree","Disagree","non-tenured faculty","","","1"
